Guadix
 37,2262      -3,0508        1093          1            Azimut = 0    Elevación = 37

 y	 m	 dm	 h	G_Gh	G_Dh	G_Gk	G_Bn	 Ta	 RH	 hs	 Az	RR	 Td
 2005	 3	 8	 17	524	60	734	943	8.2	36	29.5	56.0	0.0	-5.8
 2005	 3	 8	 18	320	53	466	825	7.3	41	18.9	67.4	0.0	-5.1
 2005	 3	 8	 19	110	31	184	602	5.8	46	7.5	77.4	0.0	-4.8
 2005	 3	 8	 20	0	0	0	0	4.1	53	 0.0	86.5	0.0	-4.5
 2005	 3	 8	 21	0	0	0	0	3.1	64	 0.0	95.6	0.0	-3.1
 2005	 3	 8	 22	0	0	0	0	2.0	67	 0.0	106.0	0.0	-3.5
 2005	 3	 8	 23	0	0	0	0	0.9	70	 0.0	118.1	0.0	-3.9
 2005	 3	 8	 24	0	0	0	0	-0.2	77	 0.0	133.6	0.0	-3.7
 2005	 3	 9	 1	0	0	0	0	-0.6	76	 0.0	-156.0	0.0	-4.2
 2005	 3	 9	 2	0	0	0	0	-0.9	78	 0.0	-177.1	0.0	-4.3
 2005	 3	 9	 3	0	0	0	0	-1.3	82	 0.0	-150.6	0.0	-3.9
 2005	 3	 9	 4	0	0	0	0	-1.5	82	 0.0	-130.4	0.0	-4.1
 2005	 3	 9	 5	0	0	0	0	-1.7	85	 0.0	-115.4	0.0	-3.8
 2005	 3	 9	 6	0	0	0	0	-1.8	86	 0.0	-104.1	0.0	-3.9
 2005	 3	 9	 7	0	0	0	0	-2.0	83	 0.0	-94.2	0.0	-4.5
 2005	 3	 9	 8	1	1	1	0	-1.9	84	 0.0	-85.2	0.0	-4.3
 2005	 3	 9	 9	116	52	171	365	-0.3	80	10.2	-76.0	0.0	-3.2
 2005	 3	 9	 10	276	112	370	446	1.8	66	21.4	-65.5	0.0	-3.8
 2005	 3	 9	 11	450	158	598	555	4.2	56	31.8	-53.4	0.0	-3.8
 2005	 3	 9	 12	519	269	644	386	6.0	50	40.4	-38.3	0.0	-3.7
 2005	 3	 9	 13	578	317	713	362	7.5	46	46.2	-19.3	0.0	-3.5
 2005	 3	 9	 14	584	332	718	339	8.6	42	48.0	2.2	0.0	-3.5
 2005	 3	 9	 15	572	307	707	372	9.3	38	45.3	23.5	0.0	-4.2
 2005	 3	 9	 16	504	253	627	400	9.6	35	38.8	41.6	0.0	-4.9
 2005	 3	 9	 17	451	146	612	615	9.8	34	29.7	56.3	0.0	-5.1
 2005	 3	 9	 18	299	62	430	725	9.3	36	19.1	68.0	0.0	-4.8
 2005	 3	 9	 19	96	36	153	448	8.1	38	7.7	78.0	0.0	-5.2
 2005	 3	 9	 20	0	0	0	0	6.7	46	 0.0	87.1	0.0	-4.1
 2005	 3	 9	 21	0	0	0	0	5.8	56	 0.0	96.2	0.0	-2.3
 2005	 3	 9	 22	0	0	0	0	4.9	59	 0.0	106.2	0.0	-2.5
 2005	 3	 9	 23	0	0	0	0	4.0	65	 0.0	118.3	0.0	-2.0
 2005	 3	 9	 24	0	0	0	0	3.1	65	 0.0	134.2	0.0	-2.8
 2005	 3	 10	 1	0	0	0	0	2.2	67	 0.0	-156.2	0.0	-3.2
 2005	 3	 10	 2	0	0	0	0	1.3	75	 0.0	-177.0	0.0	-2.6
 2005	 3	 10	 3	0	0	0	0	0.3	82	 0.0	-151.1	0.0	-2.4
 2005	 3	 10	 4	0	0	0	0	-0.2	82	 0.0	-130.6	0.0	-2.8
 2005	 3	 10	 5	0	0	0	0	-0.7	85	 0.0	-116.0	0.0	-2.8
 2005	 3	 10	 6	0	0	0	0	-1.0	82	 0.0	-104.3	0.0	-3.7
 2005	 3	 10	 7	0	0	0	0	-1.4	85	 0.0	-94.4	0.0	-3.5
 2005	 3	 10	 8	2	2	1	0	-1.4	83	 0.0	-85.3	0.0	-3.9
 2005	 3	 10	 9	144	39	220	582	0.4	80	10.4	-76.2	0.0	-2.6
 2005	 3	 10	 10	347	50	490	801	2.9	65	21.7	-66.0	0.0	-2.9
 2005	 3	 10	 11	531	62	729	883	5.3	61	32.1	-53.6	0.0	-1.7
 2005	 3	 10	 12	675	79	914	914	7.5	54	40.7	-38.4	0.0	-1.1
 2005	 3	 10	 13	763	91	1025	925	9.3	49	46.6	-19.4	0.0	-1.0
 2005	 3	 10	 14	788	95	1057	926	10.6	44	48.4	2.3	0.0	-1.1
 2005	 3	 10	 15	756	84	1017	939	11.5	44	45.6	24.0	0.0	-0.4
 2005	 3	 10	 16	661	68	898	941	11.9	40	39.1	42.2	0.0	-1.3
 2005	 3	 10	 17	505	55	697	902	11.8	43	30.0	56.5	0.0	-0.3
 2005	 3	 10	 18	312	51	445	788	10.9	45	19.4	68.3	0.0	-0.7
 2005	 3	 10	 19	111	33	177	568	9.4	50	7.9	78.2	0.0	-0.5
 2005	 3	 10	 20	0	0	0	0	7.7	61	 0.0	87.3	0.0	0.8
 2005	 3	 10	 21	0	0	0	0	7.0	75	 0.0	96.4	0.0	2.9
 2005	 3	 10	 22	0	0	0	0	6.4	80	 0.0	106.5	0.0	3.2
 2005	 3	 10	 23	0	0	0	0	5.7	84	 0.0	118.5	0.0	3.2
 2005	 3	 10	 24	0	0	0	0	5.0	90	 0.0	134.5	0.0	3.5
 2005	 3	 11	 1	0	0	0	0	4.6	90	 0.0	-156.4	0.2	3.2
 2005	 3	 11	 2	0	0	0	0	4.4	96	 0.0	-176.6	0.0	3.8
 2005	 3	 11	 3	0	0	0	0	4.1	98	 0.0	-151.2	0.0	3.8
 2005	 3	 11	 4	0	0	0	0	3.9	98	 0.0	-131.1	0.0	3.7
 2005	 3	 11	 5	0	0	0	0	3.8	98	 0.0	-116.2	0.0	3.5
 2005	 3	 11	 6	0	0	0	0	3.7	97	 0.0	-104.5	0.1	3.2
 2005	 3	 11	 7	0	0	0	0	3.7	98	 0.0	-94.6	0.1	3.4
 2005	 3	 11	 8	1	1	1	0	3.6	97	 0.0	-85.5	0.8	3.1
 2005	 3	 11	 9	12	12	10	0	3.8	98	10.7	-76.3	1.1	3.5
 2005	 3	 11	 10	51	51	44	0	4.4	97	22.1	-66.2	0.4	3.9
 2005	 3	 11	 11	44	44	37	0	4.6	97	32.4	-54.1	0.3	4.1
 2005	 3	 11	 12	55	55	48	0	4.8	97	41.1	-38.5	0.5	4.3
 2005	 3	 11	 13	153	153	136	0	5.2	98	47.0	-19.4	1.7	4.9
 2005	 3	 11	 14	553	354	666	264	7.7	83	48.8	2.3	0.1	5.1
 2005	 3	 11	 15	463	345	525	164	8.2	86	46.0	24.2	4.1	5.9
 2005	 3	 11	 16	731	228	962	794	10.8	81	39.4	42.4	0.0	7.7
 2005	 3	 11	 17	558	77	762	956	11.8	62	30.2	57.1	0.0	4.7
 2005	 3	 11	 18	343	108	469	701	12.1	58	19.6	68.5	0.0	4.1
 2005	 3	 11	 19	91	44	133	329	11.4	59	8.1	78.4	0.0	3.6
 2005	 3	 11	 20	0	0	0	0	10.5	57	 0.0	87.5	0.0	2.4
 2005	 3	 11	 21	0	0	0	0	9.9	63	 0.0	97.0	0.0	3.1
 2005	 3	 11	 22	0	0	0	0	9.3	66	 0.0	107.1	0.0	3.3
 2005	 3	 11	 23	0	0	0	0	8.7	68	 0.0	119.2	0.0	3.1
 2005	 3	 11	 24	0	0	0	0	8.0	71	 0.0	135.1	0.0	3.2
 2005	 3	 12	 1	0	0	0	0	7.2	82	 0.0	-156.6	0.0	4.3
 2005	 3	 12	 2	0	0	0	0	6.2	86	 0.0	-176.5	0.0	4.1
 2005	 3	 12	 3	0	0	0	0	5.3	89	 0.0	-151.3	0.0	3.6
 2005	 3	 12	 4	0	0	0	0	4.7	95	 0.0	-131.3	0.0	4.1
 2005	 3	 12	 5	0	0	0	0	4.2	97	 0.0	-116.4	0.0	3.9
 2005	 3	 12	 6	0	0	0	0	3.9	99	 0.0	-105.0	0.0	3.8
 2005	 3	 12	 7	0	0	0	0	3.5	99	 0.0	-95.1	0.0	3.4
 2005	 3	 12	 8	2	2	2	0	3.5	93	 0.0	-86.1	0.0	2.4
 2005	 3	 12	 9	172	43	252	674	5.2	80	11.0	-76.5	0.0	2.1
 2005	 3	 12	 10	399	66	553	876	7.3	68	22.4	-66.4	0.0	1.7
 2005	 3	 12	 11	607	201	795	750	9.3	60	32.8	-54.3	0.0	1.9
 2005	 3	 12	 12	401	307	449	142	9.6	52	41.5	-39.1	0.0	0.3
 2005	 3	 12	 13	205	196	188	12	9.2	54	47.4	-19.4	0.1	0.5
 2005	 3	 12	 14	302	280	304	29	9.1	69	49.2	2.4	0.2	3.8
 2005	 3	 12	 15	648	278	830	512	10.0	52	46.3	24.4	0.0	0.6
 2005	 3	 12	 16	302	263	311	62	9.7	47	39.7	43.0	0.0	-0.9
 2005	 3	 12	 17	96	96	84	0	8.9	50	30.5	57.3	0.0	-1.0
 2005	 3	 12	 18	25	25	21	0	7.3	69	19.8	69.1	3.2	2.1
 2005	 3	 12	 19	9	9	8	0	6.8	85	8.3	79.0	1.2	4.5
 2005	 3	 12	 20	0	0	0	0	6.1	81	 0.0	88.1	0.7	3.2
 2005	 3	 12	 21	0	0	0	0	5.4	81	 0.0	97.3	0.4	2.4
 2005	 3	 12	 22	0	0	0	0	4.6	85	 0.0	107.3	0.0	2.4
 2005	 3	 12	 23	0	0	0	0	3.8	81	 0.0	119.4	0.1	0.9
 2005	 3	 12	 24	0	0	0	0	3.0	86	 0.0	135.4	0.0	1.0
 2005	 3	 13	 1	0	0	0	0	2.5	90	 0.0	-157.2	0.0	1.1
 2005	 3	 13	 2	0	0	0	0	1.9	90	 0.0	-176.5	0.0	0.4
 2005	 3	 13	 3	0	0	0	0	1.4	90	 0.0	-151.4	0.0	0.0
 2005	 3	 13	 4	0	0	0	0	1.1	91	 0.0	-131.4	0.0	-0.3
 2005	 3	 13	 5	0	0	0	0	0.8	89	 0.0	-116.5	0.0	-0.8
 2005	 3	 13	 6	0	0	0	0	0.6	86	 0.0	-105.2	0.0	-1.6
 2005	 3	 13	 7	0	0	0	0	0.4	88	 0.0	-95.3	0.0	-1.4
 2005	 3	 13	 8	3	3	2	0	0.4	92	 0.0	-86.2	0.0	-0.8
 2005	 3	 13	 9	148	47	210	511	2.5	89	11.3	-77.1	0.0	0.8
 2005	 3	 13	 10	340	71	465	697	5.0	72	22.7	-66.5	0.0	0.4
 2005	 3	 13	 11	513	100	688	755	7.5	60	33.1	-54.4	0.0	0.2
 2005	 3	 13	 12	656	122	873	799	9.7	50	41.9	-39.2	0.0	0.0
 2005	 3	 13	 13	746	134	991	826	11.6	47	47.8	-19.5	0.0	0.8
 2005	 3	 13	 14	769	140	1021	826	13.0	42	49.6	2.5	0.0	0.4
 2005	 3	 13	 15	732	128	974	831	13.9	41	46.7	24.5	0.0	1.0
 2005	 3	 13	 16	640	98	857	844	14.4	41	40.0	43.2	0.0	1.5
 2005	 3	 13	 17	501	64	675	856	14.3	39	30.7	57.5	0.0	0.5
 2005	 3	 13	 18	311	50	429	762	13.5	40	20.0	69.3	0.0	0.0
 2005	 3	 13	 19	115	43	167	488	12.0	46	8.5	79.2	0.0	0.7
 2005	 3	 13	 20	0	0	0	0	10.3	57	 0.0	88.3	0.0	2.2
 2005	 3	 13	 21	0	0	0	0	9.6	68	 0.0	97.5	0.0	4.1
 2005	 3	 13	 22	0	0	0	0	9.0	72	 0.0	107.6	0.0	4.2
 2005	 3	 13	 23	0	0	0	0	8.2	69	 0.0	120.1	0.0	2.9
 2005	 3	 13	 24	0	0	0	0	7.5	75	 0.0	136.0	0.0	3.4
 2005	 3	 14	 1	0	0	0	0	6.9	75	 0.0	-157.4	0.0	2.7
 2005	 3	 14	 2	0	0	0	0	6.2	79	 0.0	-176.4	0.0	2.8
 2005	 3	 14	 3	0	0	0	0	5.6	80	 0.0	-151.4	0.0	2.4
 2005	 3	 14	 4	0	0	0	0	5.2	83	 0.0	-131.6	0.0	2.6
 2005	 3	 14	 5	0	0	0	0	4.8	86	 0.0	-117.1	0.0	2.7
 2005	 3	 14	 6	0	0	0	0	4.6	100	 0.0	-105.4	0.0	4.6
 2005	 3	 14	 7	0	0	0	0	4.3	100	 0.0	-95.5	0.0	4.3
 2005	 3	 14	 8	1	1	1	0	4.3	100	 0.0	-86.4	0.0	4.3
 2005	 3	 14	 9	74	72	66	5	5.2	95	11.6	-77.2	0.0	4.5
 2005	 3	 14	 10	196	172	199	62	6.5	88	23.0	-67.1	0.2	4.7
 2005	 3	 14	 11	320	273	332	85	8.1	70	33.5	-54.5	0.1	3.0
 2005	 3	 14	 12	422	340	449	123	9.4	61	42.2	-39.3	0.0	2.2
 2005	 3	 14	 13	474	373	529	135	10.5	53	48.2	-19.5	0.0	1.5
 2005	 3	 14	 14	430	370	450	78	11.2	51	50.0	2.6	0.0	1.4
 2005	 3	 14	 15	431	366	453	89	11.6	52	47.0	25.1	0.0	2.1
 2005	 3	 14	 16	378	308	398	109	11.8	52	40.2	43.4	0.0	2.3
 2005	 3	 14	 17	309	256	324	104	11.8	49	31.0	58.1	0.0	1.6
 2005	 3	 14	 18	202	160	221	122	11.3	54	20.2	69.5	0.0	2.4
 2005	 3	 14	 19	78	64	86	95	10.4	72	8.7	79.5	0.5	5.5
 2005	 3	 14	 20	1	1	1	0	9.1	85	 0.0	88.6	1.9	6.8
 2005	 3	 14	 21	0	0	0	0	8.8	85	 0.0	98.1	0.0	6.5
 2005	 3	 14	 22	0	0	0	0	8.1	85	 0.0	108.2	0.0	5.8
 2005	 3	 14	 23	0	0	0	0	7.3	85	 0.0	120.3	0.0	5.0
 2005	 3	 14	 24	0	0	0	0	6.6	85	 0.0	136.2	0.0	4.3
 2005	 3	 15	 1	0	0	0	0	6.0	85	 0.0	-157.6	0.0	3.8
 2005	 3	 15	 2	0	0	0	0	5.4	85	 0.0	-176.3	0.0	3.2
 2005	 3	 15	 3	0	0	0	0	4.9	85	 0.0	-151.5	0.0	2.6
 2005	 3	 15	 4	0	0	0	0	4.6	85	 0.0	-132.1	0.0	2.3
 2005	 3	 15	 5	0	0	0	0	4.3	87	 0.0	-117.3	0.0	2.3
 2005	 3	 15	 6	0	0	0	0	4.1	91	 0.0	-105.5	0.0	2.7
 2005	 3	 15	 7	0	0	0	0	3.8	85	 0.0	-96.0	0.0	1.5
 2005	 3	 15	 8	4	4	3	0	3.9	87	0.1	-86.6	0.0	1.9
 2005	 3	 15	 9	126	74	153	253	5.6	78	11.9	-77.4	0.0	2.0
 2005	 3	 15	 10	279	150	335	325	7.5	64	23.3	-67.2	0.0	1.2
 2005	 3	 15	 11	424	229	509	350	9.3	57	33.8	-55.1	0.0	1.4
 2005	 3	 15	 12	536	289	645	364	11.0	45	42.6	-39.4	0.0	-0.4
 2005	 3	 15	 13	576	341	691	314	12.3	39	48.6	-19.6	0.0	-1.1
 2005	 3	 15	 14	584	378	694	267	13.3	38	50.4	3.0	0.0	-0.8
 2005	 3	 15	 15	538	364	614	236	13.8	37	47.4	25.3	0.0	-0.7
 2005	 3	 15	 16	453	312	512	216	14.0	36	40.5	44.1	0.0	-0.8
 2005	 3	 15	 17	338	264	371	142	13.7	37	31.2	58.4	0.0	-0.5
 2005	 3	 15	 18	210	163	230	135	13.0	39	20.4	70.1	0.0	-0.7
 2005	 3	 15	 19	75	63	80	79	11.9	43	8.9	80.1	0.0	-0.1
 2005	 3	 15	 20	0	0	0	0	10.7	48	 0.0	89.2	0.0	0.3
 2005	 3	 15	 21	0	0	0	0	9.8	56	 0.0	98.3	0.0	1.5
 2005	 3	 15	 22	0	0	0	0	9.0	64	 0.0	108.4	0.0	2.5
 2005	 3	 15	 23	0	0	0	0	8.1	65	 0.0	120.6	0.0	1.8
 2005	 3	 15	 24	0	0	0	0	7.1	70	 0.0	136.5	0.0	2.1
 2005	 3	 16	 1	0	0	0	0	6.4	71	 0.0	-158.1	0.0	1.4
 2005	 3	 16	 2	0	0	0	0	5.5	77	 0.0	-176.3	0.0	1.9
 2005	 3	 16	 3	0	0	0	0	4.6	79	 0.0	-152.0	0.0	1.4
 2005	 3	 16	 4	0	0	0	0	4.2	82	 0.0	-132.3	0.0	1.4
 2005	 3	 16	 5	0	0	0	0	3.7	82	 0.0	-117.4	0.0	0.9
 2005	 3	 16	 6	0	0	0	0	3.4	88	 0.0	-106.1	0.0	1.6
 2005	 3	 16	 7	0	0	0	0	3.1	87	 0.0	-96.2	0.0	1.2
 2005	 3	 16	 8	5	5	4	0	3.1	88	0.4	-87.1	0.0	1.3
 2005	 3	 16	 9	148	67	190	382	5.0	82	12.2	-77.5	0.0	2.1
 2005	 3	 16	 10	318	115	407	508	7.1	69	23.6	-67.4	0.0	1.9
 2005	 3	 16	 11	489	150	635	603	9.2	58	34.1	-55.2	0.0	1.3
 2005	 3	 16	 12	623	199	806	621	11.2	52	43.0	-39.5	0.0	1.8
 2005	 3	 16	 13	694	245	885	596	12.7	48	49.0	-19.6	0.0	2.0
 2005	 3	 16	 14	717	217	931	646	13.9	43	50.7	3.1	0.0	1.6
 2005	 3	 16	 15	682	233	879	606	14.7	41	47.7	25.5	0.0	1.5
 2005	 3	 16	 16	590	188	764	615	15.0	38	40.8	44.3	0.0	0.8
 2005	 3	 16	 17	446	159	567	550	14.8	38	31.4	58.6	0.0	0.7
 2005	 3	 16	 18	278	103	356	496	14.0	40	20.6	70.3	0.0	0.6
 2005	 3	 16	 19	103	55	131	300	12.6	45	9.1	80.3	0.0	1.1
 2005	 3	 16	 20	1	1	1	0	11.1	51	 0.0	89.4	0.0	1.5
 2005	 3	 16	 21	0	0	0	0	10.4	58	 0.0	98.5	0.0	2.6
 2005	 3	 16	 22	0	0	0	0	9.7	60	 0.0	109.0	0.0	2.4
 2005	 3	 16	 23	0	0	0	0	9.0	65	 0.0	121.2	0.0	2.8
 2005	 3	 16	 24	0	0	0	0	8.2	70	 0.0	137.1	0.0	3.0
 2005	 3	 17	 1	0	0	0	0	7.7	71	 0.0	-158.3	0.0	2.9
 2005	 3	 17	 2	0	0	0	0	7.2	74	 0.0	-176.2	0.0	2.9
 2005	 3	 17	 3	0	0	0	0	6.7	78	 0.0	-152.1	0.0	3.1
 2005	 3	 17	 4	0	0	0	0	6.4	79	 0.0	-132.4	0.0	3.1
 2005	 3	 17	 5	0	0	0	0	6.1	82	 0.0	-118.0	0.0	3.4
 2005	 3	 17	 6	0	0	0	0	6.0	86	 0.0	-106.3	0.0	3.8
 2005	 3	 17	 7	0	0	0	0	5.8	90	 0.0	-96.4	0.0	4.3
 2005	 3	 17	 8	5	5	4	0	5.9	90	0.7	-87.3	0.0	4.4
 2005	 3	 17	 9	179	40	243	641	8.4	80	12.5	-78.1	0.0	5.2
 2005	 3	 17	 10	391	50	516	839	11.1	68	24.0	-67.6	0.0	5.4
 2005	 3	 17	 11	585	60	765	927	13.8	54	34.5	-55.4	0.0	4.8
 2005	 3	 17	 12	733	74	954	960	16.3	48	43.4	-40.0	0.0	5.2
 2005	 3	 17	 13	824	83	1069	976	18.4	39	49.4	-20.0	0.0	4.2
 2005	 3	 17	 14	849	86	1101	979	20.1	34	51.1	3.2	0.0	3.9
 2005	 3	 17	 15	804	81	1044	972	21.2	32	48.1	26.1	0.0	4.1
 2005	 3	 17	 16	700	70	911	958	21.7	32	41.1	44.5	0.0	4.2
 2005	 3	 17	 17	536	57	702	912	21.5	33	31.7	59.2	0.0	4.5
 2005	 3	 17	 18	334	48	443	806	20.5	35	20.8	70.6	0.0	4.5
 2005	 3	 17	 19	126	37	172	556	18.7	36	9.3	80.5	0.0	3.5
 2005	 3	 17	 20	1	1	0	0	16.8	42	 0.0	90.0	0.0	3.8
 2005	 3	 17	 21	0	0	0	0	15.8	52	 0.0	99.2	0.0	6.1
 2005	 3	 17	 22	0	0	0	0	14.8	54	 0.0	109.3	0.0	5.5
 2005	 3	 17	 23	0	0	0	0	13.7	59	 0.0	121.4	0.0	6.0
 2005	 3	 17	 24	0	0	0	0	12.7	63	 0.0	137.4	0.0	5.8
 2005	 3	 18	 1	0	0	0	0	11.8	64	 0.0	-158.5	0.0	5.2
 2005	 3	 18	 2	0	0	0	0	10.7	68	 0.0	-176.2	0.0	5.2
 2005	 3	 18	 3	0	0	0	0	9.6	73	 0.0	-152.2	0.0	5.1
 2005	 3	 18	 4	0	0	0	0	9.1	78	 0.0	-132.6	0.0	5.5
 2005	 3	 18	 5	0	0	0	0	8.5	78	 0.0	-118.2	0.0	4.9
 2005	 3	 18	 6	0	0	0	0	8.1	87	 0.0	-106.4	0.0	6.1
 2005	 3	 18	 7	0	0	0	0	7.6	90	 0.0	-96.5	0.0	6.2
 2005	 3	 18	 8	14	14	12	0	7.8	90	1.0	-87.4	0.0	6.3
 2005	 3	 18	 9	154	71	192	374	9.3	83	12.9	-78.3	0.0	6.6
 2005	 3	 18	 10	389	133	495	623	11.4	72	24.3	-68.1	0.0	6.6
 2005	 3	 18	 11	270	241	271	51	11.5	85	34.8	-55.5	1.4	9.1
 2005	 3	 18	 12	511	321	600	276	13.0	63	43.7	-40.1	0.0	6.2
 2005	 3	 18	 13	559	360	658	261	13.9	56	49.8	-20.1	0.0	5.3
 2005	 3	 18	 14	92	92	80	0	13.1	74	51.5	3.3	0.3	8.5
 2005	 3	 18	 15	223	203	220	27	12.8	81	48.4	26.2	0.1	9.7
 2005	 3	 18	 16	748	328	919	636	13.9	62	41.4	45.1	0.0	6.7
 2005	 3	 18	 17	354	234	396	228	13.9	54	31.9	59.4	0.0	4.8
 2005	 3	 18	 18	26	26	22	0	12.7	58	21.0	71.2	0.0	4.7
 2005	 3	 18	 19	85	55	98	181	12.0	63	9.4	81.1	0.0	5.3
 2005	 3	 18	 20	2	2	2	0	11.1	67	 0.0	90.2	0.0	5.3
 2005	 3	 18	 21	0	0	0	0	10.3	73	 0.0	99.4	0.0	5.6
 2005	 3	 18	 22	0	0	0	0	9.5	80	 0.0	109.5	0.0	6.1
 2005	 3	 18	 23	0	0	0	0	8.7	83	 0.0	122.1	0.0	6.0
 2005	 3	 18	 24	0	0	0	0	7.8	87	 0.0	137.6	0.0	5.8
 2005	 3	 19	 1	0	0	0	0	7.4	86	 0.0	-159.1	0.0	5.2
 2005	 3	 19	 2	0	0	0	0	7.0	89	 0.0	-176.1	0.0	5.3
 2005	 3	 19	 3	0	0	0	0	6.6	87	 0.0	-152.2	0.0	4.7
 2005	 3	 19	 4	0	0	0	0	6.4	91	 0.0	-133.1	0.0	5.0
 2005	 3	 19	 5	0	0	0	0	6.2	92	 0.0	-118.3	0.0	5.0
 2005	 3	 19	 6	0	0	0	0	6.1	94	 0.0	-107.0	0.0	5.2
 2005	 3	 19	 7	0	0	0	0	5.9	93	 0.0	-97.1	0.0	4.9
 2005	 3	 19	 8	5	5	4	0	6.1	92	1.3	-88.0	0.0	4.9
 2005	 3	 19	 9	123	100	129	101	7.7	89	13.2	-78.4	0.0	6.1
 2005	 3	 19	 10	257	201	275	133	9.4	77	24.6	-68.3	0.0	5.5
 2005	 3	 19	 11	382	269	421	195	11.0	71	35.2	-56.1	0.0	6.0
 2005	 3	 19	 12	434	341	475	134	12.3	65	44.1	-40.3	0.0	5.9
 2005	 3	 19	 13	493	371	546	158	13.4	60	50.2	-20.1	0.0	5.7
 2005	 3	 19	 14	540	376	607	208	14.4	51	51.9	3.4	0.0	4.5
 2005	 3	 19	 15	449	371	470	104	14.8	49	48.8	26.4	0.0	4.3
 2005	 3	 19	 16	369	319	378	75	14.9	47	41.7	45.4	0.0	3.7
 2005	 3	 19	 17	282	250	284	61	14.6	47	32.1	60.1	0.0	3.6
 2005	 3	 19	 18	158	150	146	22	13.9	48	21.2	71.4	0.0	3.1
 2005	 3	 19	 19	50	50	44	0	12.9	64	9.6	81.3	0.2	6.3
 2005	 3	 19	 20	1	1	1	0	11.9	54	 0.0	90.4	0.0	2.8
 2005	 3	 19	 21	0	0	0	0	10.9	58	 0.0	99.6	0.0	3.0
 2005	 3	 19	 22	0	0	0	0	9.8	60	 0.0	110.1	0.0	2.5
 2005	 3	 19	 23	0	0	0	0	8.8	64	 0.0	122.3	0.0	2.3
 2005	 3	 19	 24	0	0	0	0	7.7	70	 0.0	138.2	0.0	2.5
 2005	 3	 20	 1	0	0	0	0	6.6	79	 0.0	-159.3	0.0	3.2
 2005	 3	 20	 2	0	0	0	0	5.5	85	 0.0	-176.1	0.0	3.2
 2005	 3	 20	 3	0	0	0	0	4.3	85	 0.0	-152.3	0.0	1.9
 2005	 3	 20	 4	0	0	0	0	3.6	84	 0.0	-133.2	0.0	1.2
 2005	 3	 20	 5	0	0	0	0	3.0	88	 0.0	-118.5	0.0	1.2
 2005	 3	 20	 6	0	0	0	0	2.5	89	 0.0	-107.2	0.0	1.0
 2005	 3	 20	 7	0	0	0	0	2.1	90	 0.0	-97.3	0.0	0.6
 2005	 3	 20	 8	7	7	6	0	2.2	87	1.6	-88.2	0.0	0.2
 2005	 3	 20	 9	173	68	217	451	4.2	82	13.5	-78.6	0.0	1.5
 2005	 3	 20	 10	361	106	459	606	6.5	66	24.9	-68.4	0.0	0.7
 2005	 3	 20	 11	539	122	690	718	8.8	60	35.5	-56.2	0.0	1.4
 2005	 3	 20	 12	670	164	858	721	10.6	52	44.5	-40.4	0.0	1.3
 2005	 3	 20	 13	757	182	970	743	12.3	47	50.6	-20.1	0.0	1.3
 2005	 3	 20	 14	777	192	996	739	13.4	46	52.3	3.5	0.0	2.0
 2005	 3	 20	 15	734	181	941	732	14.2	42	49.1	27.0	0.0	1.4
 2005	 3	 20	 16	646	135	826	764	14.5	40	42.0	45.6	0.0	1.2
 2005	 3	 20	 17	499	97	640	750	14.3	40	32.4	60.3	0.0	1.0
 2005	 3	 20	 18	312	76	400	647	13.4	44	21.4	72.0	0.0	1.5
 2005	 3	 20	 19	122	44	154	453	12.0	47	9.8	81.6	0.0	1.0
 2005	 3	 20	 20	1	1	1	0	10.4	54	 0.0	91.1	0.0	1.5
 2005	 3	 20	 21	0	0	0	0	9.4	62	 0.0	100.2	0.0	2.5
 2005	 3	 20	 22	0	0	0	0	8.4	65	 0.0	110.4	0.0	2.3
 2005	 3	 20	 23	0	0	0	0	7.4	69	 0.0	122.6	0.0	2.0
 2005	 3	 20	 24	0	0	0	0	6.4	69	 0.0	138.5	0.0	1.1
 2005	 3	 21	 1	0	0	0	0	5.8	74	 0.0	-159.4	0.0	1.5
 2005	 3	 21	 2	0	0	0	0	5.1	76	 0.0	-176.0	0.0	1.3
 2005	 3	 21	 3	0	0	0	0	4.4	70	 0.0	-152.4	0.0	-0.4
 2005	 3	 21	 4	0	0	0	0	4.1	75	 0.0	-133.4	0.0	0.0
 2005	 3	 21	 5	0	0	0	0	3.7	72	 0.0	-119.1	0.0	-0.7
 2005	 3	 21	 6	0	0	0	0	3.5	77	 0.0	-107.3	0.0	-0.1
 2005	 3	 21	 7	0	0	0	0	3.2	78	 0.0	-97.4	0.0	-0.2
 2005	 3	 21	 8	9	9	8	0	3.4	80	1.9	-88.3	0.0	0.4
 2005	 3	 21	 9	123	101	128	96	5.0	78	13.8	-79.2	0.0	1.5
 2005	 3	 21	 10	277	204	298	171	6.9	64	25.2	-68.6	0.0	0.5
 2005	 3	 21	 11	346	269	373	131	8.3	57	35.9	-56.4	0.0	0.3
 2005	 3	 21	 12	605	275	740	467	10.4	48	44.9	-40.5	0.0	0.0
 2005	 3	 21	 13	639	327	759	402	12.0	45	51.0	-20.2	0.0	0.4
 2005	 3	 21	 14	579	372	675	260	12.8	42	52.7	3.6	0.0	0.2
 2005	 3	 21	 15	630	344	743	376	13.7	41	49.4	27.2	0.0	0.6
 2005	 3	 21	 16	460	318	509	211	13.8	44	42.2	46.2	0.0	1.7
 2005	 3	 21	 17	388	279	424	202	13.6	44	32.6	60.5	0.0	1.6
