time,G_Gh,G_Dh,G_Gk,G_Bn,Tamb,HR, hs, Az,precip, Td
2005-02-27 23:00:00+00:00,0,0,0,0,10.2,81,0.0,130.6,0.6,7.1
2005-02-28 00:00:00+00:00,0,0,0,0,9.5,91,0.0,-154.1,0.0,8.0
2005-02-28 01:00:00+00:00,0,0,0,0,8.7,91,0.0,-176.2,0.0,7.3
2005-02-28 02:00:00+00:00,0,0,0,0,7.9,95,0.0,-147.6,0.0,7.1
2005-02-28 03:00:00+00:00,0,0,0,0,7.5,94,0.0,-127.0,0.0,6.6
2005-02-28 04:00:00+00:00,0,0,0,0,7.1,94,0.0,-112.1,0.0,6.2
2005-02-28 05:00:00+00:00,0,0,0,0,6.8,92,0.0,-100.6,0.0,5.6
2005-02-28 06:00:00+00:00,0,0,0,0,6.5,97,0.0,-91.2,0.0,6.0
2005-02-28 07:00:00+00:00,0,0,0,0,6.4,96,0.0,-82.2,0.0,5.8
2005-02-28 08:00:00+00:00,92,45,156,328,7.6,88,8.2,-73.1,0.0,5.8
2005-02-28 09:00:00+00:00,259,88,390,519,9.6,81,19.3,-63.0,0.0,6.6
2005-02-28 10:00:00+00:00,446,102,652,702,11.8,66,29.3,-50.6,0.0,5.6
2005-02-28 11:00:00+00:00,577,130,825,732,13.7,60,37.6,-36.1,0.0,6.1
2005-02-28 12:00:00+00:00,667,143,946,768,15.2,53,43.0,-18.0,0.0,5.8
2005-02-28 13:00:00+00:00,697,138,983,795,16.5,51,44.7,2.3,0.0,6.3
2005-02-28 14:00:00+00:00,661,126,937,800,17.3,47,42.0,22.4,0.0,5.8
2005-02-28 15:00:00+00:00,563,104,811,785,17.6,45,35.8,40.0,0.0,5.4
2005-02-28 16:00:00+00:00,413,85,611,723,17.5,46,27.0,54.1,0.0,5.7
2005-02-28 17:00:00+00:00,236,107,343,450,16.7,48,16.7,65.4,0.0,5.6
2005-02-28 18:00:00+00:00,26,26,22,0,15.2,52,5.4,75.3,0.0,5.4
2005-02-28 19:00:00+00:00,0,0,0,0,14.4,59,0.0,84.3,0.0,6.6
2005-02-28 20:00:00+00:00,0,0,0,0,13.6,58,0.0,93.3,0.0,5.4
2005-02-28 21:00:00+00:00,0,0,0,0,12.8,60,0.0,103.3,0.0,5.2
2005-02-28 22:00:00+00:00,0,0,0,0,12.0,62,0.0,115.2,0.0,5.1
2005-02-28 23:00:00+00:00,0,0,0,0,11.1,66,0.0,131.2,0.0,5.1
2005-03-01 00:00:00+00:00,0,0,0,0,10.4,60,0.0,-154.3,0.0,2.9
2005-03-01 01:00:00+00:00,0,0,0,0,9.6,60,0.0,-176.2,0.0,2.3
2005-03-01 02:00:00+00:00,0,0,0,0,8.8,66,0.0,-148.1,0.0,2.8
2005-03-01 03:00:00+00:00,0,0,0,0,8.4,69,0.0,-127.2,0.0,3.1
2005-03-01 04:00:00+00:00,0,0,0,0,8.0,69,0.0,-112.3,0.0,2.7
2005-03-01 05:00:00+00:00,0,0,0,0,7.7,67,0.0,-101.1,0.0,1.9
2005-03-01 06:00:00+00:00,0,0,0,0,7.4,71,0.0,-91.4,0.0,2.5
2005-03-01 07:00:00+00:00,0,0,0,0,7.4,68,0.0,-82.4,0.0,2.0
2005-03-01 08:00:00+00:00,100,45,171,378,8.4,69,8.4,-73.3,0.0,3.1
2005-03-01 09:00:00+00:00,276,78,418,593,9.9,66,19.6,-63.2,0.0,3.8
2005-03-01 10:00:00+00:00,459,93,667,739,11.6,57,29.6,-51.1,0.0,3.3
2005-03-01 11:00:00+00:00,599,119,850,781,13.0,51,37.9,-36.2,0.0,3.0
2005-03-01 12:00:00+00:00,706,116,998,859,14.3,48,43.4,-18.1,0.0,3.5
2005-03-01 13:00:00+00:00,721,113,1017,859,15.2,47,45.0,2.4,0.0,4.2
2005-03-01 14:00:00+00:00,669,123,944,809,15.8,43,42.4,22.5,0.0,3.3
2005-03-01 15:00:00+00:00,568,105,813,787,16.0,41,36.1,40.2,0.0,2.7
2005-03-01 16:00:00+00:00,413,90,607,705,15.8,42,27.3,54.2,0.0,3.0
2005-03-01 17:00:00+00:00,238,110,340,439,15.2,46,16.9,65.5,0.0,3.6
2005-03-01 18:00:00+00:00,26,26,23,0,14.0,50,5.6,75.5,0.0,3.8
2005-03-01 19:00:00+00:00,0,0,0,0,13.3,55,0.0,84.5,0.0,4.5
2005-03-01 20:00:00+00:00,0,0,0,0,12.7,58,0.0,93.5,0.0,4.6
2005-03-01 21:00:00+00:00,0,0,0,0,12.0,63,0.0,103.5,0.0,5.2
2005-03-01 22:00:00+00:00,0,0,0,0,11.2,67,0.0,115.5,0.0,5.4
2005-03-01 23:00:00+00:00,0,0,0,0,10.5,70,0.0,131.5,0.0,5.3
2005-03-02 00:00:00+00:00,0,0,0,0,9.9,73,0.0,-154.5,0.0,5.2
2005-03-02 01:00:00+00:00,0,0,0,0,9.3,73,0.0,-176.1,0.0,4.8
2005-03-02 02:00:00+00:00,0,0,0,0,8.7,78,0.0,-148.3,0.0,5.1
2005-03-02 03:00:00+00:00,0,0,0,0,8.4,79,0.0,-127.4,0.0,5.0
2005-03-02 04:00:00+00:00,0,0,0,0,8.0,84,0.0,-112.5,0.0,5.5
2005-03-02 05:00:00+00:00,0,0,0,0,7.8,89,0.0,-101.3,0.0,6.1
2005-03-02 06:00:00+00:00,0,0,0,0,7.6,92,0.0,-91.6,0.0,6.4
2005-03-02 07:00:00+00:00,1,1,1,0,7.6,93,0.0,-82.6,0.0,6.5
2005-03-02 08:00:00+00:00,104,46,174,386,8.7,86,8.7,-73.4,0.0,6.5
2005-03-02 09:00:00+00:00,292,69,442,657,10.3,69,19.9,-63.3,0.0,5.0
2005-03-02 10:00:00+00:00,479,101,692,757,12.2,61,29.9,-51.3,0.0,4.9
2005-03-02 11:00:00+00:00,569,165,795,652,13.4,59,38.3,-36.3,0.0,5.5
2005-03-02 12:00:00+00:00,662,222,906,636,14.6,55,43.8,-18.1,0.0,5.7
2005-03-02 13:00:00+00:00,551,337,688,301,15.1,52,45.4,2.4,0.0,5.5
2005-03-02 14:00:00+00:00,489,331,582,234,15.3,51,42.7,23.1,0.0,5.4
2005-03-02 15:00:00+00:00,422,280,505,240,15.4,49,36.4,40.4,0.0,4.7
2005-03-02 16:00:00+00:00,381,166,520,466,15.3,48,27.5,54.4,0.0,4.3
2005-03-02 17:00:00+00:00,209,116,279,314,14.7,48,17.1,66.1,0.0,3.8
2005-03-02 18:00:00+00:00,30,30,26,0,13.7,52,5.8,76.1,0.0,4.0
2005-03-02 19:00:00+00:00,0,0,0,0,12.9,55,0.0,85.1,0.0,4.1
2005-03-02 20:00:00+00:00,0,0,0,0,12.1,57,0.0,94.1,0.0,3.9
2005-03-02 21:00:00+00:00,0,0,0,0,11.2,60,0.0,104.1,0.0,3.6
2005-03-02 22:00:00+00:00,0,0,0,0,10.3,61,0.0,116.1,0.0,3.0
2005-03-02 23:00:00+00:00,0,0,0,0,9.3,69,0.0,132.1,0.0,3.9
2005-03-03 00:00:00+00:00,0,0,0,0,8.6,70,0.0,-155.1,0.0,3.4
2005-03-03 01:00:00+00:00,0,0,0,0,7.8,76,0.0,-176.1,0.0,3.7
2005-03-03 02:00:00+00:00,0,0,0,0,6.9,73,0.0,-148.4,0.0,2.4
2005-03-03 03:00:00+00:00,0,0,0,0,6.5,72,0.0,-127.6,0.0,1.8
2005-03-03 04:00:00+00:00,0,0,0,0,6.1,72,0.0,-113.1,0.0,1.4
2005-03-03 05:00:00+00:00,0,0,0,0,5.8,74,0.0,-101.5,0.0,1.5
2005-03-03 06:00:00+00:00,0,0,0,0,5.4,76,0.0,-92.1,0.0,1.5
2005-03-03 07:00:00+00:00,1,1,0,0,5.4,71,0.0,-83.1,0.0,0.7
2005-03-03 08:00:00+00:00,112,41,189,453,6.5,66,9.0,-73.6,0.0,0.7
2005-03-03 09:00:00+00:00,303,62,455,697,8.2,59,20.2,-63.5,0.0,0.8
2005-03-03 10:00:00+00:00,480,78,693,797,10.0,52,30.3,-51.4,0.0,0.6
2005-03-03 11:00:00+00:00,626,90,878,858,11.7,46,38.6,-36.4,0.0,0.4
2005-03-03 12:00:00+00:00,713,103,989,875,12.9,41,44.2,-18.1,0.0,0.0
2005-03-03 13:00:00+00:00,735,110,1016,872,13.8,39,45.8,2.5,0.0,0.3
2005-03-03 14:00:00+00:00,693,106,972,859,14.4,39,43.1,23.2,0.0,0.7
2005-03-03 15:00:00+00:00,588,93,835,830,14.7,37,36.7,40.5,0.0,0.2
2005-03-03 16:00:00+00:00,436,75,634,775,14.5,38,27.8,55.0,0.0,0.5
2005-03-03 17:00:00+00:00,254,63,388,640,13.8,43,17.4,66.3,0.0,1.4
2005-03-03 18:00:00+00:00,74,43,123,296,12.8,49,6.0,76.3,0.0,2.2
2005-03-03 19:00:00+00:00,0,0,0,0,11.7,57,0.0,85.3,0.0,3.4
2005-03-03 20:00:00+00:00,0,0,0,0,10.8,61,0.0,94.4,0.0,3.7
2005-03-03 21:00:00+00:00,0,0,0,0,9.9,63,0.0,104.3,0.0,3.3
2005-03-03 22:00:00+00:00,0,0,0,0,9.1,66,0.0,116.4,0.0,3.0
2005-03-03 23:00:00+00:00,0,0,0,0,8.2,68,0.0,132.4,0.0,2.5
2005-03-04 00:00:00+00:00,0,0,0,0,7.5,70,0.0,-155.3,0.0,2.4
2005-03-04 01:00:00+00:00,0,0,0,0,6.8,75,0.0,-176.1,0.0,2.8
2005-03-04 02:00:00+00:00,0,0,0,0,6.1,78,0.0,-148.5,0.0,2.6
2005-03-04 03:00:00+00:00,0,0,0,0,5.7,81,0.0,-128.2,0.0,2.8
2005-03-04 04:00:00+00:00,0,0,0,0,5.3,82,0.0,-113.3,0.0,2.5
2005-03-04 05:00:00+00:00,0,0,0,0,5.1,82,0.0,-102.1,0.0,2.2
2005-03-04 06:00:00+00:00,0,0,0,0,4.8,82,0.0,-92.3,0.0,2.1
2005-03-04 07:00:00+00:00,1,1,1,0,4.8,80,0.0,-83.3,0.0,1.6
2005-03-04 08:00:00+00:00,104,57,156,290,5.9,74,9.3,-74.2,0.0,1.6
2005-03-04 09:00:00+00:00,278,102,393,504,7.4,66,20.5,-64.0,0.0,1.4
2005-03-04 10:00:00+00:00,444,127,624,623,9.1,57,30.6,-51.6,0.0,1.0
2005-03-04 11:00:00+00:00,592,153,823,699,10.8,47,39.0,-36.5,0.0,0.1
2005-03-04 12:00:00+00:00,655,191,898,662,12.0,46,44.6,-18.2,0.0,1.0
2005-03-04 13:00:00+00:00,696,190,956,702,12.9,47,46.2,2.5,0.0,1.9
2005-03-04 14:00:00+00:00,678,135,939,790,13.6,43,43.4,23.3,0.0,1.4
2005-03-04 15:00:00+00:00,577,115,808,768,13.9,44,37.0,41.1,0.0,2.0
2005-03-04 16:00:00+00:00,431,85,619,736,13.8,44,28.1,55.2,0.0,1.7
2005-03-04 17:00:00+00:00,250,62,377,621,13.1,44,17.6,66.5,0.0,1.1
2005-03-04 18:00:00+00:00,73,35,127,348,12.2,47,6.2,76.5,0.0,1.3
2005-03-04 19:00:00+00:00,0,0,0,0,11.0,56,0.0,85.5,0.0,2.6
2005-03-04 20:00:00+00:00,0,0,0,0,10.3,62,0.0,94.6,0.0,3.4
2005-03-04 21:00:00+00:00,0,0,0,0,9.7,63,0.0,104.6,0.0,2.9
2005-03-04 22:00:00+00:00,0,0,0,0,9.0,64,0.0,116.6,0.0,2.6
2005-03-04 23:00:00+00:00,0,0,0,0,8.3,68,0.0,133.0,0.0,2.8
2005-03-05 00:00:00+00:00,0,0,0,0,7.8,68,0.0,-155.5,0.0,2.4
2005-03-05 01:00:00+00:00,0,0,0,0,7.3,70,0.0,-176.0,0.0,2.3
2005-03-05 02:00:00+00:00,0,0,0,0,6.8,74,0.0,-149.0,0.0,2.6
2005-03-05 03:00:00+00:00,0,0,0,0,6.6,79,0.0,-128.4,0.0,3.1
2005-03-05 04:00:00+00:00,0,0,0,0,6.3,83,0.0,-113.5,0.0,3.6
2005-03-05 05:00:00+00:00,0,0,0,0,6.1,85,0.0,-102.3,0.0,3.7
2005-03-05 06:00:00+00:00,0,0,0,0,5.9,86,0.0,-92.5,0.0,3.8
2005-03-05 07:00:00+00:00,1,1,1,0,5.9,85,0.0,-83.5,0.0,3.6
2005-03-05 08:00:00+00:00,95,56,138,235,7.0,79,9.6,-74.3,0.0,3.6
2005-03-05 09:00:00+00:00,263,111,363,427,8.6,71,20.8,-64.2,0.0,3.7
2005-03-05 10:00:00+00:00,415,174,555,469,10.2,66,30.9,-52.1,0.0,4.2
2005-03-05 11:00:00+00:00,510,260,643,393,11.6,61,39.4,-37.0,0.0,4.5
2005-03-05 12:00:00+00:00,624,232,830,555,12.9,58,45.0,-18.2,0.0,4.9
2005-03-05 13:00:00+00:00,658,239,876,577,13.8,56,46.6,2.6,0.0,5.3
2005-03-05 14:00:00+00:00,633,210,857,611,14.5,56,43.8,23.5,0.0,5.8
2005-03-05 15:00:00+00:00,546,156,753,643,14.8,56,37.3,41.3,0.0,6.2
2005-03-05 16:00:00+00:00,439,105,622,705,14.8,55,28.3,55.4,0.0,6.0
2005-03-05 17:00:00+00:00,249,68,370,591,14.3,61,17.8,67.1,0.0,6.8
2005-03-05 18:00:00+00:00,72,34,123,338,13.3,62,6.4,77.1,0.0,6.3
2005-03-05 19:00:00+00:00,0,0,0,0,12.4,72,0.0,86.1,0.0,7.4
2005-03-05 20:00:00+00:00,0,0,0,0,11.7,74,0.0,95.2,0.0,7.3
2005-03-05 21:00:00+00:00,0,0,0,0,11.0,77,0.0,105.2,0.0,7.1
2005-03-05 22:00:00+00:00,0,0,0,0,10.3,79,0.0,117.2,0.0,6.8
2005-03-05 23:00:00+00:00,0,0,0,0,9.6,77,0.0,133.3,0.0,5.9
2005-03-06 00:00:00+00:00,0,0,0,0,9.0,76,0.0,-156.1,0.0,4.9
2005-03-06 01:00:00+00:00,0,0,0,0,8.4,83,0.0,-175.6,0.0,5.7
2005-03-06 02:00:00+00:00,0,0,0,0,7.7,83,0.0,-149.2,0.0,5.1
2005-03-06 03:00:00+00:00,0,0,0,0,7.4,85,0.0,-128.5,0.0,5.0
2005-03-06 04:00:00+00:00,0,0,0,0,7.1,84,0.0,-114.1,0.0,4.6
2005-03-06 05:00:00+00:00,0,0,0,0,6.8,84,0.0,-102.4,0.0,4.4
2005-03-06 06:00:00+00:00,0,0,0,0,6.6,88,0.0,-93.0,0.0,4.7
2005-03-06 07:00:00+00:00,1,1,1,0,6.6,78,0.0,-84.0,0.0,3.1
2005-03-06 08:00:00+00:00,102,55,148,271,7.7,71,9.8,-74.5,0.0,2.7
2005-03-06 09:00:00+00:00,281,107,389,485,9.3,65,21.1,-64.3,0.0,3.1
2005-03-06 10:00:00+00:00,422,174,562,478,10.9,54,31.3,-52.2,0.0,2.1
2005-03-06 11:00:00+00:00,569,183,772,604,12.4,49,39.7,-37.2,0.0,1.9
2005-03-06 12:00:00+00:00,649,212,876,615,13.5,45,45.3,-18.3,0.0,1.9
2005-03-06 13:00:00+00:00,695,208,941,667,14.5,42,47.0,3.0,0.0,1.8
2005-03-06 14:00:00+00:00,640,209,864,620,15.1,40,44.1,24.0,0.0,1.5
2005-03-06 15:00:00+00:00,557,159,763,651,15.4,41,37.6,41.5,0.0,2.4
2005-03-06 16:00:00+00:00,411,120,573,608,15.3,41,28.6,56.0,0.0,2.1
2005-03-06 17:00:00+00:00,233,86,328,474,14.6,44,18.0,67.3,0.0,2.5
2005-03-06 18:00:00+00:00,74,46,112,248,13.7,49,6.6,77.3,0.0,3.2
2005-03-06 19:00:00+00:00,0,0,0,0,12.6,58,0.0,86.3,0.0,4.6
2005-03-06 20:00:00+00:00,0,0,0,0,12.0,60,0.0,95.4,0.0,4.6
2005-03-06 21:00:00+00:00,0,0,0,0,11.2,61,0.0,105.4,0.0,4.1
2005-03-06 22:00:00+00:00,0,0,0,0,10.4,61,0.0,117.5,0.0,3.1
2005-03-06 23:00:00+00:00,0,0,0,0,9.6,62,0.0,133.5,0.0,2.7
2005-03-07 00:00:00+00:00,0,0,0,0,8.9,67,0.0,-156.3,0.0,3.2
2005-03-07 01:00:00+00:00,0,0,0,0,8.2,71,0.0,-175.6,0.0,3.2
2005-03-07 02:00:00+00:00,0,0,0,0,7.5,78,0.0,-149.3,0.0,3.9
2005-03-07 03:00:00+00:00,0,0,0,0,7.1,79,0.0,-129.1,0.0,3.9
2005-03-07 04:00:00+00:00,0,0,0,0,6.8,81,0.0,-114.3,0.0,3.7
2005-03-07 05:00:00+00:00,0,0,0,0,6.5,79,0.0,-103.0,0.0,3.2
2005-03-07 06:00:00+00:00,0,0,0,0,6.3,83,0.0,-93.2,0.0,3.7
2005-03-07 07:00:00+00:00,1,1,1,0,6.3,82,0.0,-84.2,0.0,3.4
2005-03-07 08:00:00+00:00,116,52,175,364,7.5,79,10.1,-75.0,0.0,4.0
2005-03-07 09:00:00+00:00,277,111,377,456,9.0,65,21.4,-64.5,0.0,2.7
2005-03-07 10:00:00+00:00,455,135,626,611,10.7,55,31.6,-52.4,0.0,2.2
2005-03-07 11:00:00+00:00,580,188,782,608,12.3,48,40.1,-37.3,0.0,1.5
2005-03-07 12:00:00+00:00,662,218,887,619,13.4,41,45.7,-18.3,0.0,0.6
2005-03-07 13:00:00+00:00,662,237,875,578,14.3,42,47.3,3.1,0.0,1.5
2005-03-07 14:00:00+00:00,602,249,788,503,14.7,39,44.5,24.2,0.0,1.1
2005-03-07 15:00:00+00:00,539,178,729,589,15.0,38,37.9,42.1,0.0,0.9
2005-03-07 16:00:00+00:00,423,107,591,656,14.9,39,28.8,56.2,0.0,1.2
2005-03-07 17:00:00+00:00,253,81,364,552,14.3,42,18.2,67.5,0.0,1.6
2005-03-07 18:00:00+00:00,86,48,130,320,13.4,43,6.8,77.5,0.0,1.0
2005-03-07 19:00:00+00:00,0,0,0,0,12.4,51,0.0,86.5,0.0,2.7
2005-03-07 20:00:00+00:00,0,0,0,0,11.4,52,0.0,96.0,0.0,1.9
2005-03-07 21:00:00+00:00,0,0,0,0,10.3,55,0.0,106.0,0.0,1.5
2005-03-07 22:00:00+00:00,0,0,0,0,9.2,56,0.0,118.1,0.0,1.0
2005-03-07 23:00:00+00:00,0,0,0,0,8.1,61,0.0,134.2,0.0,1.1
2005-03-08 00:00:00+00:00,0,0,0,0,7.1,66,0.0,-156.5,0.0,1.2
2005-03-08 01:00:00+00:00,0,0,0,0,6.1,70,0.0,-175.5,0.0,1.1
2005-03-08 02:00:00+00:00,0,0,0,0,5.0,75,0.0,-149.4,0.0,1.0
2005-03-08 03:00:00+00:00,0,0,0,0,4.5,73,0.0,-129.3,0.0,0.2
2005-03-08 04:00:00+00:00,0,0,0,0,3.9,74,0.0,-114.4,0.0,-0.2
2005-03-08 05:00:00+00:00,0,0,0,0,3.5,72,0.0,-103.2,0.0,-1.0
2005-03-08 06:00:00+00:00,0,0,0,0,3.1,75,0.0,-93.4,0.0,-0.9
2005-03-08 07:00:00+00:00,2,2,1,0,3.0,76,0.0,-84.4,0.0,-0.8
2005-03-08 08:00:00+00:00,139,42,215,534,4.2,71,10.4,-75.2,0.0,-0.5
2005-03-08 09:00:00+00:00,330,62,473,725,5.8,66,21.7,-65.1,0.0,0.0
2005-03-08 10:00:00+00:00,512,76,708,825,7.4,60,31.9,-52.5,0.0,0.1
2005-03-08 11:00:00+00:00,641,111,877,817,8.8,49,40.5,-37.4,0.0,-1.3
2005-03-08 12:00:00+00:00,720,135,977,811,10.0,50,46.1,-18.3,0.0,0.2
2005-03-08 13:00:00+00:00,748,133,1015,831,10.9,44,47.7,3.2,0.0,-0.9
2005-03-08 14:00:00+00:00,703,130,955,812,11.4,39,44.8,24.3,0.0,-1.9
2005-03-08 15:00:00+00:00,600,111,823,792,11.6,38,38.2,42.3,0.0,-2.3
2005-03-08 16:00:00+00:00,453,81,633,765,11.4,39,29.1,56.4,0.0,-1.9
2005-03-08 17:00:00+00:00,269,61,389,656,10.6,41,18.5,68.2,0.0,-1.9
2005-03-08 18:00:00+00:00,86,39,137,388,9.5,44,7.0,78.1,0.0,-2.3
2005-03-08 19:00:00+00:00,0,0,0,0,8.3,54,0.0,87.1,0.0,-0.5
2005-03-08 20:00:00+00:00,0,0,0,0,7.4,55,0.0,96.2,0.0,-0.9
2005-03-08 21:00:00+00:00,0,0,0,0,6.5,58,0.0,106.3,0.0,-1.2
2005-03-08 22:00:00+00:00,0,0,0,0,5.6,58,0.0,118.4,0.0,-1.9
2005-03-08 23:00:00+00:00,0,0,0,0,4.7,62,0.0,134.4,0.0,-2.0
2005-03-09 00:00:00+00:00,0,0,0,0,4.2,64,0.0,-157.1,0.0,-2.0
2005-03-09 01:00:00+00:00,0,0,0,0,3.7,63,0.0,-175.5,0.0,-2.6
2005-03-09 02:00:00+00:00,0,0,0,0,3.3,67,0.0,-149.5,0.0,-2.3
2005-03-09 03:00:00+00:00,0,0,0,0,3.0,68,0.0,-129.5,0.0,-2.3
2005-03-09 04:00:00+00:00,0,0,0,0,2.8,68,0.0,-115.0,0.0,-2.5
2005-03-09 05:00:00+00:00,0,0,0,0,2.6,69,0.0,-103.4,0.0,-2.5
2005-03-09 06:00:00+00:00,0,0,0,0,2.4,65,0.0,-93.6,0.0,-3.4
2005-03-09 07:00:00+00:00,2,2,2,0,2.4,67,0.0,-84.5,0.0,-3.0
2005-03-09 08:00:00+00:00,161,39,248,657,4.2,62,10.7,-75.4,0.0,-2.5
2005-03-09 09:00:00+00:00,377,53,535,864,6.4,57,22.0,-65.2,0.0,-1.5
2005-03-09 10:00:00+00:00,571,61,788,956,8.6,44,32.3,-53.1,0.0,-3.0
2005-03-09 11:00:00+00:00,721,72,981,992,10.6,41,40.8,-37.5,0.0,-2.2
2005-03-09 12:00:00+00:00,813,81,1098,1008,12.2,35,46.5,-18.4,0.0,-2.7
2005-03-09 13:00:00+00:00,835,83,1126,1010,13.3,31,48.1,3.2,0.0,-3.6
2005-03-09 14:00:00+00:00,786,77,1063,999,14.0,30,45.2,24.5,0.0,-3.1
2005-03-09 15:00:00+00:00,677,67,924,980,14.3,30,38.5,42.5,0.0,-3.1
2005-03-09 16:00:00+00:00,509,53,707,930,14.1,28,29.3,57.0,0.0,-4.1
2005-03-09 17:00:00+00:00,302,46,436,800,13.3,30,18.7,68.4,0.0,-3.8
2005-03-09 18:00:00+00:00,98,32,158,520,12.2,34,7.2,78.3,0.0,-3.1
2005-03-09 19:00:00+00:00,0,0,0,0,10.7,38,0.0,87.3,0.0,-2.8
2005-03-09 20:00:00+00:00,0,0,0,0,9.9,44,0.0,96.4,0.0,-1.6
2005-03-09 21:00:00+00:00,0,0,0,0,9.1,48,0.0,106.5,0.0,-1.2
2005-03-09 22:00:00+00:00,0,0,0,0,8.4,48,0.0,119.0,0.0,-1.9
2005-03-09 23:00:00+00:00,0,0,0,0,7.6,53,0.0,135.1,0.0,-1.3
2005-03-10 00:00:00+00:00,0,0,0,0,6.9,56,0.0,-157.2,0.0,-1.2
2005-03-10 01:00:00+00:00,0,0,0,0,6.2,56,0.0,-175.4,0.0,-1.8
2005-03-10 02:00:00+00:00,0,0,0,0,5.5,63,0.0,-149.6,0.0,-1.0
2005-03-10 03:00:00+00:00,0,0,0,0,5.1,64,0.0,-130.0,0.0,-1.2
2005-03-10 04:00:00+00:00,0,0,0,0,4.8,71,0.0,-115.2,0.0,0.0
2005-03-10 05:00:00+00:00,0,0,0,0,4.5,76,0.0,-103.6,0.0,0.7
2005-03-10 06:00:00+00:00,0,0,0,0,4.2,82,0.0,-94.1,0.0,1.4
2005-03-10 07:00:00+00:00,2,2,2,0,4.2,77,0.0,-85.1,0.0,0.6
2005-03-10 08:00:00+00:00,155,39,234,606,5.9,74,11.0,-75.5,0.0,1.6
2005-03-10 09:00:00+00:00,360,49,506,818,7.9,63,22.3,-65.4,0.0,1.3
2005-03-10 10:00:00+00:00,545,59,747,901,9.9,55,32.6,-53.2,0.0,1.4
2005-03-10 11:00:00+00:00,684,78,923,920,11.7,47,41.2,-37.6,0.0,0.8
2005-03-10 12:00:00+00:00,768,91,1030,927,13.1,43,46.9,-18.4,0.0,1.0
2005-03-10 13:00:00+00:00,793,92,1062,936,14.1,43,48.5,3.3,0.0,1.6
2005-03-10 14:00:00+00:00,747,89,1003,922,14.7,41,45.5,25.0,0.0,1.7
2005-03-10 15:00:00+00:00,637,79,862,892,15.0,42,38.8,43.1,0.0,2.1
2005-03-10 16:00:00+00:00,482,61,664,854,14.8,41,29.6,57.3,0.0,1.8
2005-03-10 17:00:00+00:00,292,51,417,744,14.1,43,18.9,68.6,0.0,1.8
2005-03-10 18:00:00+00:00,97,41,149,435,12.9,47,7.4,78.5,0.0,1.9
2005-03-10 19:00:00+00:00,0,0,0,0,11.7,50,0.0,87.6,0.0,1.7
2005-03-10 20:00:00+00:00,0,0,0,0,10.9,58,0.0,97.1,0.0,2.9
2005-03-10 21:00:00+00:00,0,0,0,0,10.2,59,0.0,107.1,0.0,2.5
2005-03-10 22:00:00+00:00,0,0,0,0,9.4,63,0.0,119.3,0.0,2.8
2005-03-10 23:00:00+00:00,0,0,0,0,8.7,67,0.0,135.3,0.0,3.0
2005-03-11 00:00:00+00:00,0,0,0,0,8.2,66,0.0,-157.4,0.0,2.2
2005-03-11 01:00:00+00:00,0,0,0,0,7.6,68,0.0,-175.4,0.0,2.0
2005-03-11 02:00:00+00:00,0,0,0,0,7.0,69,0.0,-150.1,0.0,1.8
2005-03-11 03:00:00+00:00,0,0,0,0,6.7,77,0.0,-130.2,0.0,3.0
2005-03-11 04:00:00+00:00,0,0,0,0,6.4,77,0.0,-115.4,0.0,2.7
2005-03-11 05:00:00+00:00,0,0,0,0,6.2,82,0.0,-104.1,0.0,3.3
2005-03-11 06:00:00+00:00,0,0,0,0,6.0,81,0.0,-94.3,0.0,3.0
2005-03-11 07:00:00+00:00,3,3,2,0,6.0,79,0.0,-85.2,0.0,2.7
2005-03-11 08:00:00+00:00,146,48,212,498,7.6,73,11.3,-76.1,0.0,3.1
2005-03-11 09:00:00+00:00,339,72,469,693,9.5,62,22.6,-65.5,0.0,2.7
2005-03-11 10:00:00+00:00,514,95,698,770,11.5,55,33.0,-53.4,0.0,2.8
2005-03-11 11:00:00+00:00,648,126,870,787,13.1,48,41.6,-38.1,0.0,2.3
2005-03-11 12:00:00+00:00,726,155,972,776,14.4,44,47.3,-18.4,0.0,2.5
2005-03-11 13:00:00+00:00,741,170,991,758,15.3,41,48.9,3.4,0.0,2.3
2005-03-11 14:00:00+00:00,702,155,941,762,16.0,41,45.9,25.2,0.0,2.9
2005-03-11 15:00:00+00:00,600,132,808,743,16.2,43,39.1,43.3,0.0,3.8
2005-03-11 16:00:00+00:00,458,91,623,736,16.1,43,29.8,57.5,0.0,3.5
2005-03-11 17:00:00+00:00,270,72,377,606,15.4,48,19.1,69.2,0.0,4.4
2005-03-11 18:00:00+00:00,89,38,134,386,14.2,52,7.6,79.1,0.0,4.4
2005-03-11 19:00:00+00:00,0,0,0,0,13.1,59,0.0,88.2,0.0,5.4
2005-03-11 20:00:00+00:00,0,0,0,0,12.5,71,0.0,97.3,0.0,7.5
2005-03-11 21:00:00+00:00,0,0,0,0,11.8,72,0.0,107.4,0.0,7.0
2005-03-11 22:00:00+00:00,0,0,0,0,11.0,73,0.0,119.5,0.0,6.4
2005-03-11 23:00:00+00:00,0,0,0,0,10.3,70,0.0,135.6,0.0,5.1
2005-03-12 00:00:00+00:00,0,0,0,0,9.7,73,0.0,-158.0,0.0,5.0
2005-03-12 01:00:00+00:00,0,0,0,0,9.0,81,0.0,-175.4,0.0,5.9
2005-03-12 02:00:00+00:00,0,0,0,0,8.4,83,0.0,-150.2,0.0,5.7
