Borg El Arab
 30,915        29,5456       10            2            Azimut = 0    Elevación = 31

 y	 m	 dm	 h	G_Gh	G_Dh	G_Gk	G_Bn	 Ta	 RH	 hs	 Az	RR	 Td
 2005	 4	 17	 15	591	337	605	332	23.7	42	49.9	67.0	0.0	10.0
 2005	 4	 17	 16	464	248	463	355	23.6	45	37.6	78.3	0.0	10.9
 2005	 4	 17	 17	301	155	285	348	23.1	49	24.9	87.1	0.0	11.8
 2005	 4	 17	 18	125	73	101	250	22.2	50	12.0	94.5	0.0	11.2
 2005	 4	 17	 19	2	2	2	0	21.1	56	 0.0	102.2	0.0	12.0
 2005	 4	 17	 20	0	0	0	0	20.2	62	 0.0	110.3	0.0	12.6
 2005	 4	 17	 21	0	0	0	0	19.3	65	 0.0	120.1	0.0	12.5
 2005	 4	 17	 22	0	0	0	0	18.4	69	 0.0	132.2	0.0	12.6
 2005	 4	 17	 23	0	0	0	0	17.4	70	 0.0	148.1	0.0	12.0
 2005	 4	 17	 24	0	0	0	0	16.6	72	 0.0	168.1	0.0	11.5
 2005	 4	 18	 1	0	0	0	0	15.7	76	 0.0	-169.3	0.0	11.4
 2005	 4	 18	 2	0	0	0	0	14.8	82	 0.0	-149.3	0.0	11.8
 2005	 4	 18	 3	0	0	0	0	14.3	85	 0.0	-133.2	0.0	11.8
 2005	 4	 18	 4	0	0	0	0	13.8	85	 0.0	-121.1	0.0	11.4
 2005	 4	 18	 5	0	0	0	0	13.5	86	 0.0	-111.2	0.0	11.2
 2005	 4	 18	 6	2	2	2	0	13.5	88	 0.0	-103.1	0.0	11.6
 2005	 4	 18	 7	115	70	91	225	14.6	82	11.4	-95.3	0.0	11.5
 2005	 4	 18	 8	324	128	306	476	16.5	76	24.3	-87.6	0.0	12.3
 2005	 4	 18	 9	524	158	533	606	18.1	68	37.1	-79.2	0.0	12.1
 2005	 4	 18	 10	641	289	665	464	19.5	59	49.4	-68.1	0.0	11.4
 2005	 4	 18	 11	793	312	838	552	20.9	56	60.6	-51.1	0.0	11.8
 2005	 4	 18	 12	863	310	921	595	22.1	51	68.4	-21.3	0.0	11.6
 2005	 4	 18	 13	898	332	956	608	23.0	49	68.6	19.3	0.0	11.8
 2005	 4	 18	 14	762	330	804	493	23.5	46	61.1	49.6	0.0	11.2
 2005	 4	 18	 15	670	252	698	545	23.7	47	50.1	67.3	0.0	11.7
 2005	 4	 18	 16	465	251	462	349	23.3	47	37.8	78.5	0.0	11.5
 2005	 4	 18	 17	278	199	260	187	22.6	51	25.0	87.3	0.0	11.9
 2005	 4	 18	 18	104	85	88	86	21.5	56	12.1	95.1	0.0	12.4
 2005	 4	 18	 19	1	1	1	0	20.4	61	 0.0	102.4	0.0	12.7
 2005	 4	 18	 20	0	0	0	0	19.5	64	 0.0	110.5	0.0	12.5
 2005	 4	 18	 21	0	0	0	0	18.5	66	 0.0	120.3	0.0	12.0
 2005	 4	 18	 22	0	0	0	0	17.6	71	 0.0	132.4	0.0	12.3
 2005	 4	 18	 23	0	0	0	0	16.8	71	 0.0	148.3	0.0	11.6
 2005	 4	 18	 24	0	0	0	0	15.7	76	 0.0	168.2	0.0	11.4
 2005	 4	 19	 1	0	0	0	0	14.9	79	 0.0	-169.3	0.0	11.3
 2005	 4	 19	 2	0	0	0	0	14.1	83	 0.0	-149.3	0.0	11.3
 2005	 4	 19	 3	0	0	0	0	13.6	85	 0.0	-133.4	0.0	11.2
 2005	 4	 19	 4	0	0	0	0	13.2	87	 0.0	-121.2	0.0	11.1
 2005	 4	 19	 5	0	0	0	0	12.9	87	 0.0	-111.4	0.0	10.7
 2005	 4	 19	 6	1	1	1	0	12.8	85	 0.0	-103.2	0.0	10.4
 2005	 4	 19	 7	123	90	100	163	14.1	81	11.7	-95.5	0.0	11.0
 2005	 4	 19	 8	251	193	233	138	15.5	76	24.5	-88.2	0.0	11.2
 2005	 4	 19	 9	367	282	356	140	16.8	70	37.3	-79.4	0.0	11.2
 2005	 4	 19	 10	512	378	509	175	17.9	63	49.7	-68.4	0.0	10.8
 2005	 4	 19	 11	636	420	655	248	19.0	56	60.9	-51.4	0.0	10.0
 2005	 4	 19	 12	714	435	743	299	20.1	54	68.7	-21.4	0.0	10.5
 2005	 4	 19	 13	774	384	819	418	21.0	51	68.9	19.5	0.0	10.4
 2005	 4	 19	 14	808	307	852	570	21.8	47	61.4	50.3	0.0	10.1
 2005	 4	 19	 15	711	235	742	619	22.2	46	50.2	68.0	0.0	10.1
 2005	 4	 19	 16	533	213	536	520	22.2	43	37.9	79.2	0.0	9.1
 2005	 4	 19	 17	329	170	308	373	21.7	43	25.1	87.5	0.0	8.6
 2005	 4	 19	 18	138	100	113	179	20.8	45	12.3	95.3	0.0	8.5
 2005	 4	 19	 19	4	4	4	0	19.7	51	 0.0	103.0	0.0	9.4
 2005	 4	 19	 20	0	0	0	0	19.0	54	 0.0	111.1	0.0	9.5
 2005	 4	 19	 21	0	0	0	0	18.2	56	 0.0	120.5	0.0	9.4
 2005	 4	 19	 22	0	0	0	0	17.4	59	 0.0	132.6	0.0	9.4
 2005	 4	 19	 23	0	0	0	0	16.7	61	 0.0	148.4	0.0	9.1
 2005	 4	 19	 24	0	0	0	0	15.7	63	 0.0	168.3	0.0	8.8
 2005	 4	 20	 1	0	0	0	0	15.1	70	 0.0	-169.3	0.0	9.6
 2005	 4	 20	 2	0	0	0	0	14.4	70	 0.0	-149.4	0.0	9.2
 2005	 4	 20	 3	0	0	0	0	14.1	74	 0.0	-133.5	0.0	9.4
 2005	 4	 20	 4	0	0	0	0	13.7	78	 0.0	-121.4	0.0	10.0
 2005	 4	 20	 5	0	0	0	0	13.5	79	 0.0	-111.5	0.0	9.9
 2005	 4	 20	 6	2	2	2	0	13.5	76	 0.0	-103.4	0.0	9.4
 2005	 4	 20	 7	106	87	89	93	14.6	72	11.9	-96.1	0.0	9.7
 2005	 4	 20	 8	262	200	242	148	16.2	66	24.7	-88.3	0.0	9.9
 2005	 4	 20	 9	387	284	374	168	17.4	65	37.5	-80.0	0.0	10.8
 2005	 4	 20	 10	527	379	523	192	18.7	54	49.9	-69.0	0.0	9.2
 2005	 4	 20	 11	651	416	670	268	19.9	51	61.2	-52.0	0.0	9.5
 2005	 4	 20	 12	706	436	732	288	21.0	45	69.1	-21.5	0.0	8.6
 2005	 4	 20	 13	751	410	782	365	21.8	41	69.3	20.2	0.0	8.2
 2005	 4	 20	 14	713	393	736	364	22.4	42	61.6	51.1	0.0	8.9
 2005	 4	 20	 15	639	297	659	444	22.7	40	50.4	68.3	0.0	8.5
 2005	 4	 20	 16	508	208	509	487	22.8	40	38.0	79.4	0.0	8.5
 2005	 4	 20	 17	349	142	327	485	22.4	41	25.2	88.2	0.0	8.6
 2005	 4	 20	 18	126	76	100	234	21.5	44	12.4	95.5	0.0	8.8
 2005	 4	 20	 19	3	3	3	0	20.4	48	 0.0	103.2	0.0	9.1
 2005	 4	 20	 20	0	0	0	0	19.6	54	 0.0	111.3	0.0	9.9
 2005	 4	 20	 21	0	0	0	0	18.7	53	 0.0	121.1	0.0	9.1
 2005	 4	 20	 22	0	0	0	0	17.9	56	 0.0	133.2	0.0	9.0
 2005	 4	 20	 23	0	0	0	0	17.1	55	 0.0	148.6	0.0	8.0
 2005	 4	 20	 24	0	0	0	0	16.3	60	 0.0	168.4	0.0	8.6
 2005	 4	 21	 1	0	0	0	0	15.6	61	 0.0	-169.3	0.0	8.2
 2005	 4	 21	 2	0	0	0	0	14.8	67	 0.0	-149.5	0.0	8.8
 2005	 4	 21	 3	0	0	0	0	14.4	68	 0.0	-134.0	0.0	8.7
 2005	 4	 21	 4	0	0	0	0	13.9	70	 0.0	-121.5	0.0	8.6
 2005	 4	 21	 5	0	0	0	0	13.6	75	 0.0	-112.1	0.0	9.2
 2005	 4	 21	 6	4	4	4	0	13.7	80	 0.0	-103.5	0.0	10.3
 2005	 4	 21	 7	128	97	104	148	14.9	74	12.1	-96.2	0.0	10.3
 2005	 4	 21	 8	306	166	284	333	16.6	67	24.9	-88.5	0.0	10.5
 2005	 4	 21	 9	536	243	532	479	18.2	60	37.8	-80.2	0.0	10.3
 2005	 4	 21	 10	641	297	659	448	19.6	50	50.2	-69.2	0.0	9.0
 2005	 4	 21	 11	572	428	575	164	20.3	46	61.5	-52.2	0.0	8.3
 2005	 4	 21	 12	637	491	645	156	21.0	43	69.4	-22.0	0.0	7.9
 2005	 4	 21	 13	653	492	662	172	21.5	42	69.6	20.5	0.0	8.2
 2005	 4	 21	 14	559	429	561	147	21.7	42	61.8	51.4	0.0	8.4
 2005	 4	 21	 15	544	353	549	247	21.8	41	50.6	68.6	0.0	8.1
 2005	 4	 21	 16	351	286	333	104	21.5	43	38.2	80.1	0.0	8.3
 2005	 4	 21	 17	231	196	212	81	20.9	43	25.4	88.4	0.0	7.9
 2005	 4	 21	 18	91	83	79	38	20.0	48	12.5	96.1	0.0	8.7
 2005	 4	 21	 19	2	2	2	0	19.1	54	 0.0	103.4	0.0	9.4
 2005	 4	 21	 20	0	0	0	0	18.3	56	 0.0	111.5	0.0	9.3
 2005	 4	 21	 21	0	0	0	0	17.6	59	 0.0	121.3	0.0	9.6
 2005	 4	 21	 22	0	0	0	0	17.0	66	 0.0	133.4	0.0	10.5
 2005	 4	 21	 23	0	0	0	0	16.1	73	 0.0	149.2	0.0	11.4
 2005	 4	 21	 24	0	0	0	0	15.2	77	 0.0	168.5	0.0	11.2
 2005	 4	 22	 1	0	0	0	0	14.7	77	 0.0	-169.3	0.0	10.8
 2005	 4	 22	 2	0	0	0	0	14.1	78	 0.0	-149.6	0.0	10.3
 2005	 4	 22	 3	0	0	0	0	13.8	81	 0.0	-134.1	0.0	10.7
 2005	 4	 22	 4	0	0	0	0	13.5	80	 0.0	-122.0	0.0	10.2
 2005	 4	 22	 5	0	0	0	0	13.3	80	 0.0	-112.2	0.0	9.9
 2005	 4	 22	 6	3	3	3	0	13.3	84	 0.0	-104.1	0.0	10.7
 2005	 4	 22	 7	121	93	99	133	14.6	80	12.3	-96.4	0.0	11.3
 2005	 4	 22	 8	298	167	275	307	16.4	72	25.2	-89.1	0.0	11.3
 2005	 4	 22	 9	480	234	476	399	18.0	67	38.0	-80.4	0.0	11.8
 2005	 4	 22	 10	661	266	679	512	19.6	54	50.4	-69.5	0.0	10.0
 2005	 4	 22	 11	749	347	780	457	21.0	49	61.7	-52.5	0.0	9.8
 2005	 4	 22	 12	821	339	865	514	22.2	52	69.8	-22.1	0.0	11.8
 2005	 4	 22	 13	849	331	896	552	23.2	49	69.9	21.1	0.0	11.7
 2005	 4	 22	 14	809	292	846	586	23.8	44	62.0	52.2	0.0	10.8
 2005	 4	 22	 15	690	262	708	553	24.1	43	50.7	69.3	0.0	10.8
 2005	 4	 22	 16	514	231	510	456	24.0	44	38.3	80.3	0.0	10.9
 2005	 4	 22	 17	325	189	301	317	23.3	47	25.5	88.6	0.0	11.4
 2005	 4	 22	 18	140	109	114	142	22.3	50	12.6	96.3	0.0	11.4
 2005	 4	 22	 19	6	6	6	0	21.1	54	 0.0	103.6	0.0	11.3
 2005	 4	 22	 20	0	0	0	0	20.3	60	 0.0	112.1	0.0	12.3
 2005	 4	 22	 21	0	0	0	0	19.5	62	 0.0	121.5	0.0	11.9
 2005	 4	 22	 22	0	0	0	0	18.7	65	 0.0	133.5	0.0	12.1
 2005	 4	 22	 23	0	0	0	0	18.0	69	 0.0	149.3	0.0	12.1
 2005	 4	 22	 24	0	0	0	0	17.2	75	 0.0	169.0	0.0	12.7
 2005	 4	 23	 1	0	0	0	0	16.7	79	 0.0	-169.3	0.0	13.0
 2005	 4	 23	 2	0	0	0	0	16.0	80	 0.0	-150.1	0.0	12.5
 2005	 4	 23	 3	0	0	0	0	15.6	83	 0.0	-134.3	0.0	12.8
 2005	 4	 23	 4	0	0	0	0	15.2	83	 0.0	-122.2	0.0	12.3
 2005	 4	 23	 5	0	0	0	0	15.0	85	 0.0	-112.4	0.0	12.6
 2005	 4	 23	 6	2	2	1	0	15.0	87	 0.0	-104.3	0.0	12.9
 2005	 4	 23	 7	101	87	84	65	16.0	79	12.5	-96.6	0.0	12.4
 2005	 4	 23	 8	254	200	233	126	17.3	75	25.4	-89.3	0.0	12.9
 2005	 4	 23	 9	450	264	439	300	18.8	72	38.2	-81.0	0.0	13.7
 2005	 4	 23	 10	637	302	650	434	20.4	61	50.6	-70.1	0.0	12.7
 2005	 4	 23	 11	770	335	801	492	21.9	53	62.0	-53.2	0.0	11.9
 2005	 4	 23	 12	796	356	835	468	23.0	53	70.1	-22.2	0.0	12.9
 2005	 4	 23	 13	784	356	823	455	23.8	50	70.2	21.4	0.0	12.7
 2005	 4	 23	 14	723	391	741	375	24.3	48	62.2	52.5	0.0	12.6
 2005	 4	 23	 15	597	342	601	329	24.4	45	50.9	69.6	0.0	11.6
 2005	 4	 23	 16	444	270	434	280	24.2	46	38.4	80.5	0.0	11.7
 2005	 4	 23	 17	260	202	239	134	23.5	47	25.6	89.2	0.0	11.6
 2005	 4	 23	 18	103	88	87	67	22.5	51	12.7	96.5	0.0	11.9
 2005	 4	 23	 19	1	1	1	0	21.5	58	0.1	104.2	0.0	13.0
 2005	 4	 23	 20	0	0	0	0	20.6	66	 0.0	112.3	0.0	14.2
 2005	 4	 23	 21	0	0	0	0	19.8	72	 0.0	122.1	0.0	14.5
 2005	 4	 23	 22	0	0	0	0	19.0	78	 0.0	134.1	0.0	15.0
 2005	 4	 23	 23	0	0	0	0	18.1	79	 0.0	149.5	0.0	14.4
 2005	 4	 23	 24	0	0	0	0	17.3	80	 0.0	169.1	0.0	13.9
 2005	 4	 24	 1	0	0	0	0	16.7	86	 0.0	-169.3	0.0	14.3
 2005	 4	 24	 2	0	0	0	0	15.9	94	 0.0	-150.1	0.0	15.0
 2005	 4	 24	 3	0	0	0	0	15.5	96	 0.0	-134.4	0.0	14.8
 2005	 4	 24	 4	0	0	0	0	15.1	96	 0.0	-122.3	0.0	14.4
 2005	 4	 24	 5	0	0	0	0	14.8	95	 0.0	-112.5	0.0	14.0
 2005	 4	 24	 6	3	3	3	0	14.8	90	0.1	-104.4	0.0	13.2
 2005	 4	 24	 7	68	68	61	0	15.5	86	12.7	-97.1	0.0	13.1
 2005	 4	 24	 8	195	184	176	27	16.6	81	25.6	-89.5	0.0	13.3
 2005	 4	 24	 9	306	283	288	37	17.6	74	38.4	-81.2	0.0	12.9
 2005	 4	 24	 10	430	356	414	96	18.6	64	50.9	-70.3	0.0	11.7
 2005	 4	 24	 11	678	425	690	285	20.1	58	62.3	-53.4	0.0	11.6
 2005	 4	 24	 12	680	438	699	256	21.2	55	70.4	-22.4	0.0	11.8
 2005	 4	 24	 13	753	421	776	352	22.1	50	70.5	22.1	0.0	11.1
 2005	 4	 24	 14	633	424	634	235	22.6	45	62.4	53.3	0.0	10.1
 2005	 4	 24	 15	499	365	491	172	22.7	44	51.0	70.3	0.0	10.1
 2005	 4	 24	 16	483	260	470	358	22.8	44	38.5	81.2	0.0	10.1
 2005	 4	 24	 17	342	191	314	349	22.5	44	25.7	89.4	0.0	9.8
 2005	 4	 24	 18	148	112	119	165	21.8	47	12.9	97.1	0.0	10.1
 2005	 4	 24	 19	7	7	7	0	20.9	50	0.2	104.4	0.0	10.1
 2005	 4	 24	 20	0	0	0	0	19.9	60	 0.0	112.5	0.0	11.9
 2005	 4	 24	 21	0	0	0	0	18.9	59	 0.0	122.2	0.0	10.8
 2005	 4	 24	 22	0	0	0	0	18.0	58	 0.0	134.3	0.0	9.6
 2005	 4	 24	 23	0	0	0	0	17.2	59	 0.0	150.0	0.0	9.1
 2005	 4	 24	 24	0	0	0	0	16.0	59	 0.0	169.2	0.0	8.2
 2005	 4	 25	 1	0	0	0	0	15.1	65	 0.0	-169.3	0.0	8.7
 2005	 4	 25	 2	0	0	0	0	14.2	71	 0.0	-150.2	0.0	9.1
 2005	 4	 25	 3	0	0	0	0	13.7	70	 0.0	-134.5	0.0	8.4
 2005	 4	 25	 4	0	0	0	0	13.2	72	 0.0	-122.5	0.0	8.3
 2005	 4	 25	 5	0	0	0	0	12.8	75	 0.0	-113.1	0.0	8.5
 2005	 4	 25	 6	4	4	4	0	12.8	75	0.3	-104.6	0.0	8.4
 2005	 4	 25	 7	145	71	106	332	14.3	71	12.9	-97.3	0.0	9.1
 2005	 4	 25	 8	346	120	315	520	16.2	61	25.8	-90.0	0.0	8.8
 2005	 4	 25	 9	556	163	550	631	18.0	52	38.6	-81.4	0.0	8.0
 2005	 4	 25	 10	724	217	741	652	19.7	45	51.1	-70.6	0.0	7.5
 2005	 4	 25	 11	857	254	892	679	21.2	40	62.6	-54.1	0.0	6.9
 2005	 4	 25	 12	914	296	957	654	22.4	37	70.7	-22.5	0.0	7.0
 2005	 4	 25	 13	913	298	956	651	23.3	34	70.8	22.4	0.0	6.8
 2005	 4	 25	 14	854	260	889	669	23.9	33	62.6	54.0	0.0	6.8
 2005	 4	 25	 15	735	202	753	684	24.1	33	51.1	70.6	0.0	6.7
 2005	 4	 25	 16	555	165	549	625	23.9	35	38.6	81.4	0.0	7.7
 2005	 4	 25	 17	345	122	314	512	23.2	40	25.8	90.0	0.0	8.7
 2005	 4	 25	 18	149	73	110	337	22.0	41	13.0	97.3	0.0	8.2
 2005	 4	 25	 19	4	4	4	0	20.7	45	0.4	104.5	0.0	8.5
 2005	 4	 25	 20	0	0	0	0	19.7	51	 0.0	113.0	0.0	9.2
 2005	 4	 25	 21	0	0	0	0	18.7	56	 0.0	122.4	0.0	9.7
 2005	 4	 25	 22	0	0	0	0	17.7	59	 0.0	134.5	0.0	9.5
 2005	 4	 25	 23	0	0	0	0	16.8	62	 0.0	150.2	0.0	9.5
 2005	 4	 25	 24	0	0	0	0	15.6	68	 0.0	169.3	0.0	9.8
 2005	 4	 26	 1	0	0	0	0	14.7	69	 0.0	-169.4	0.0	9.1
 2005	 4	 26	 2	0	0	0	0	13.8	73	 0.0	-150.3	0.0	9.1
 2005	 4	 26	 3	0	0	0	0	13.3	77	 0.0	-135.0	0.0	9.4
 2005	 4	 26	 4	0	0	0	0	12.9	82	 0.0	-122.6	0.0	10.0
 2005	 4	 26	 5	0	0	0	0	12.5	81	 0.0	-113.2	0.0	9.3
 2005	 4	 26	 6	4	4	4	0	12.5	87	0.5	-105.1	0.0	10.5
 2005	 4	 26	 7	133	89	104	196	13.9	83	13.1	-97.5	0.0	11.1
 2005	 4	 26	 8	323	153	295	389	15.7	73	26.0	-90.2	0.0	10.9
 2005	 4	 26	 9	515	212	505	483	17.4	66	38.8	-82.0	0.0	11.0
 2005	 4	 26	 10	689	254	700	557	19.0	56	51.3	-71.2	0.0	10.1
 2005	 4	 26	 11	840	298	869	610	20.6	52	62.8	-54.3	0.0	10.5
 2005	 4	 26	 12	897	340	935	588	21.8	49	71.1	-22.6	0.0	10.7
 2005	 4	 26	 13	857	335	893	551	22.6	47	71.1	23.1	0.0	10.7
 2005	 4	 26	 14	762	346	786	468	23.0	45	62.8	54.4	0.0	10.5
 2005	 4	 26	 15	657	284	666	478	23.2	43	51.3	71.2	0.0	10.0
 2005	 4	 26	 16	546	207	534	541	23.0	48	38.8	82.1	0.0	11.4
 2005	 4	 26	 17	339	166	310	397	22.4	47	25.9	90.2	0.0	10.6
 2005	 4	 26	 18	146	101	115	202	21.3	51	13.1	97.5	0.0	10.9
 2005	 4	 26	 19	5	5	5	0	20.0	55	0.5	105.1	0.0	10.7
 2005	 4	 26	 20	0	0	0	0	19.2	60	 0.0	113.2	0.0	11.2
 2005	 4	 26	 21	0	0	0	0	18.4	66	 0.0	123.0	0.0	11.9
 2005	 4	 26	 22	0	0	0	0	17.6	71	 0.0	135.0	0.0	12.4
 2005	 4	 26	 23	0	0	0	0	17.0	75	 0.0	150.3	0.0	12.4
 2005	 4	 26	 24	0	0	0	0	16.0	75	 0.0	169.4	0.0	11.5
 2005	 4	 27	 1	0	0	0	0	15.5	78	 0.0	-169.4	0.0	11.7
 2005	 4	 27	 2	0	0	0	0	15.0	79	 0.0	-150.4	0.0	11.3
 2005	 4	 27	 3	0	0	0	0	14.7	80	 0.0	-135.1	0.0	11.2
 2005	 4	 27	 4	0	0	0	0	14.4	82	 0.0	-123.1	0.0	11.3
 2005	 4	 27	 5	0	0	0	0	14.2	81	 0.0	-113.4	0.0	10.9
 2005	 4	 27	 6	5	5	4	0	14.3	82	0.7	-105.3	0.0	11.2
 2005	 4	 27	 7	122	95	99	119	15.6	80	13.3	-98.0	0.0	12.1
 2005	 4	 27	 8	285	213	259	164	17.1	73	26.2	-90.4	0.0	12.3
 2005	 4	 27	 9	402	295	383	170	18.4	71	39.0	-82.2	0.0	13.1
 2005	 4	 27	 10	546	360	543	238	19.7	61	51.5	-71.5	0.0	12.1
 2005	 4	 27	 11	757	362	778	443	21.3	52	63.1	-55.0	0.0	11.2
 2005	 4	 27	 12	856	338	890	547	22.7	47	71.4	-23.1	0.0	10.9
 2005	 4	 27	 13	865	311	900	584	23.7	42	71.3	23.3	0.0	10.1
 2005	 4	 27	 14	782	315	806	524	24.4	40	63.0	55.1	0.0	10.0
 2005	 4	 27	 15	678	246	687	553	24.7	39	51.4	71.5	0.0	9.9
 2005	 4	 27	 16	534	247	520	457	24.7	42	38.9	82.3	0.0	10.8
 2005	 4	 27	 17	310	169	280	320	24.0	43	26.0	90.4	0.0	10.8
 2005	 4	 27	 18	130	96	103	148	23.0	47	13.2	98.1	0.0	11.2
 2005	 4	 27	 19	6	6	5	0	21.9	53	0.6	105.3	0.0	11.9
 2005	 4	 27	 20	0	0	0	0	21.0	60	 0.0	113.4	0.0	13.0
 2005	 4	 27	 21	0	0	0	0	20.1	62	 0.0	123.2	0.0	12.5
 2005	 4	 27	 22	0	0	0	0	19.2	63	 0.0	135.2	0.0	12.1
 2005	 4	 27	 23	0	0	0	0	18.4	71	 0.0	150.5	0.0	13.0
 2005	 4	 27	 24	0	0	0	0	17.5	76	 0.0	169.5	0.0	13.3
 2005	 4	 28	 1	0	0	0	0	16.9	76	 0.0	-169.4	0.0	12.7
 2005	 4	 28	 2	0	0	0	0	16.0	81	 0.0	-150.5	0.0	12.6
 2005	 4	 28	 3	0	0	0	0	15.5	83	 0.0	-135.3	0.0	12.6
 2005	 4	 28	 4	0	0	0	0	15.0	84	 0.0	-123.3	0.0	12.3
 2005	 4	 28	 5	0	0	0	0	14.7	90	 0.0	-113.5	0.0	13.1
 2005	 4	 28	 6	3	3	3	0	14.7	97	0.9	-105.4	0.0	14.2
 2005	 4	 28	 7	106	93	89	57	15.8	90	13.5	-98.2	0.0	14.2
 2005	 4	 28	 8	211	186	191	58	16.9	85	26.3	-90.6	0.0	14.3
 2005	 4	 28	 9	465	278	448	297	18.4	76	39.2	-82.4	0.0	14.1
 2005	 4	 28	 10	584	356	580	290	19.8	62	51.7	-72.1	0.0	12.2
 2005	 4	 28	 11	547	433	542	128	20.7	58	63.3	-55.3	0.0	12.0
 2005	 4	 28	 12	692	439	705	266	21.6	53	71.7	-23.3	0.0	11.6
 2005	 4	 28	 13	686	435	700	264	22.3	48	71.6	24.0	0.0	10.7
 2005	 4	 28	 14	828	332	849	555	23.1	47	63.2	55.5	0.0	11.3
 2005	 4	 28	 15	727	338	729	496	23.6	44	51.6	72.2	0.0	10.6
 2005	 4	 28	 16	527	274	507	403	23.6	43	39.0	82.5	0.0	10.5
 2005	 4	 28	 17	302	181	273	273	23.1	43	26.2	91.0	0.0	10.0
 2005	 4	 28	 18	115	90	93	107	22.2	46	13.3	98.2	0.0	10.1
 2005	 4	 28	 19	9	9	8	0	21.2	48	0.8	105.5	0.0	9.8
 2005	 4	 28	 20	0	0	0	0	20.1	54	 0.0	113.6	0.0	10.4
 2005	 4	 28	 21	0	0	0	0	19.1	56	 0.0	123.4	0.0	10.0
 2005	 4	 28	 22	0	0	0	0	18.0	57	 0.0	135.4	0.0	9.5
 2005	 4	 28	 23	0	0	0	0	17.1	60	 0.0	151.0	0.0	9.3
 2005	 4	 28	 24	0	0	0	0	15.9	66	 0.0	169.5	0.0	9.5
 2005	 4	 29	 1	0	0	0	0	14.9	73	 0.0	-169.4	0.0	10.1
 2005	 4	 29	 2	0	0	0	0	13.8	78	 0.0	-150.5	0.0	10.0
 2005	 4	 29	 3	0	0	0	0	13.2	80	 0.0	-135.4	0.0	9.9
 2005	 4	 29	 4	0	0	0	0	12.7	85	 0.0	-123.4	0.0	10.2
 2005	 4	 29	 5	0	0	0	0	12.3	86	 0.0	-114.0	0.0	9.9
 2005	 4	 29	 6	5	5	5	0	12.3	80	1.1	-105.6	0.0	9.1
 2005	 4	 29	 7	131	104	106	116	13.6	76	13.7	-98.3	0.0	9.4
 2005	 4	 29	 8	291	212	263	178	15.1	71	26.5	-91.1	0.0	9.9
 2005	 4	 29	 9	496	252	476	385	16.9	65	39.4	-83.0	0.0	10.2
 2005	 4	 29	 10	639	313	641	414	18.3	56	51.9	-72.3	0.0	9.4
 2005	 4	 29	 11	769	348	787	471	19.6	50	63.6	-55.5	0.0	9.0
 2005	 4	 29	 12	806	359	833	470	20.7	47	72.0	-23.4	0.0	9.0
 2005	 4	 29	 13	869	342	899	555	21.6	46	71.9	24.3	0.0	9.4
 2005	 4	 29	 14	843	346	862	556	22.2	45	63.4	56.2	0.0	9.8
 2005	 4	 29	 15	708	318	709	497	22.5	42	51.7	72.5	0.0	9.0
 2005	 4	 29	 16	518	264	497	404	22.3	45	39.1	83.2	0.0	9.8
 2005	 4	 29	 17	319	198	288	274	21.6	44	26.3	91.2	0.0	9.0
 2005	 4	 29	 18	132	104	105	120	20.6	51	13.5	98.4	0.0	10.2
 2005	 4	 29	 19	5	5	5	0	19.5	57	0.9	106.1	0.0	10.8
 2005	 4	 29	 20	0	0	0	0	18.4	60	 0.0	114.1	0.0	10.5
 2005	 4	 29	 21	0	0	0	0	17.4	63	 0.0	123.5	0.0	10.4
 2005	 4	 29	 22	0	0	0	0	16.4	67	 0.0	135.5	0.0	10.3
 2005	 4	 29	 23	0	0	0	0	15.2	69	 0.0	151.1	0.0	9.7
 2005	 4	 29	 24	0	0	0	0	14.0	71	 0.0	170.0	0.0	8.9
 2005	 4	 30	 1	0	0	0	0	13.2	73	 0.0	-169.4	0.0	8.4
 2005	 4	 30	 2	0	0	0	0	12.2	78	 0.0	-151.0	0.0	8.5
 2005	 4	 30	 3	0	0	0	0	11.7	82	 0.0	-135.5	0.0	8.8
 2005	 4	 30	 4	0	0	0	0	11.2	84	 0.0	-123.5	0.0	8.7
 2005	 4	 30	 5	0	0	0	0	10.8	88	 0.0	-114.2	0.0	8.9
 2005	 4	 30	 6	7	7	6	0	10.8	93	1.3	-106.1	0.0	9.7
 2005	 4	 30	 7	156	108	120	201	12.4	87	13.9	-98.5	0.0	10.3
 2005	 4	 30	 8	349	173	312	392	14.2	80	26.7	-91.3	0.0	10.8
 2005	 4	 30	 9	540	200	521	534	16.1	72	39.5	-83.2	0.0	11.0
 2005	 4	 30	 10	731	240	735	622	17.8	58	52.1	-72.6	0.0	9.5
 2005	 4	 30	 11	834	287	854	609	19.2	52	63.8	-56.2	0.0	9.1
 2005	 4	 30	 12	876	310	905	594	20.3	49	72.3	-23.6	0.0	9.4
 2005	 4	 30	 13	879	305	908	603	21.1	49	72.2	25.0	0.0	9.9
 2005	 4	 30	 14	807	333	824	530	21.5	47	63.5	56.5	0.0	9.9
 2005	 4	 30	 15	652	301	652	446	21.6	49	51.8	73.2	0.0	10.4
 2005	 4	 30	 16	501	243	484	409	21.3	49	39.2	83.4	0.0	10.1
 2005	 4	 30	 17	328	159	295	381	20.5	51	26.4	91.4	0.0	10.1
 2005	 4	 30	 18	147	100	112	203	19.4	59	13.6	99.0	0.0	11.1
